fighter,opp,date,division,secs,sig_l,sig_a,sig_l_opp,sig_a_opp,td_l,td_a,td_l_opp,td_a_opp,ctrl,sub,kd,kd_abs,won,decided,won_by_ko,lost_by_ko,won_by_sub,won_by_dec,year
Colton Smith,Mike Ricci,2012-12-15,Welterweight,900,15,18,9,15,7,16,0,0,745,1,0,0,1,1,0,0,0,1,2012
Mike Ricci,Colton Smith,2012-12-15,Welterweight,900,9,15,15,18,0,0,7,16,34,0,0,0,0,1,0,0,0,0,2012
Dustin Poirier,Jonathan Brookins,2012-12-15,Featherweight,255,35,73,26,54,0,2,0,2,69,1,0,0,1,1,0,0,1,0,2012
Jonathan Brookins,Dustin Poirier,2012-12-15,Featherweight,255,26,54,35,73,0,2,0,2,27,0,0,0,0,1,0,0,0,0,2012
Jared Papazian,Tim Elliott,2012-12-15,Flyweight,900,36,97,36,69,0,1,7,14,130,0,0,1,0,1,0,0,0,0,2012
Tim Elliott,Jared Papazian,2012-12-15,Flyweight,900,36,69,36,97,7,14,0,1,427,4,1,0,1,1,0,0,0,1,2012
Johnny Bedford,Marcos Vinicius,2012-12-15,Bantamweight,360,34,60,4,15,1,1,0,0,197,0,2,0,1,1,1,0,0,0,2012
Marcos Vinicius,Johnny Bedford,2012-12-15,Bantamweight,360,4,15,34,60,0,0,1,1,0,1,0,2,0,1,0,1,0,0,2012
James Head,Mike Pyle,2012-12-15,Welterweight,115,13,25,9,17,0,0,0,0,20,0,0,1,0,1,0,1,0,0,2012
Mike Pyle,James Head,2012-12-15,Welterweight,115,9,17,13,25,0,0,0,0,6,0,1,0,1,1,1,0,0,0,2012
John Cofer,Mike Rio,2012-12-15,Lightweight,851,31,59,30,67,0,0,4,11,182,0,0,0,0,1,0,0,0,0,2012
Mike Rio,John Cofer,2012-12-15,Lightweight,851,30,67,31,59,4,11,0,0,353,1,0,0,1,1,0,0,1,0,2012
Pat Barry,Shane del Rosario,2012-12-15,Heavyweight,326,11,15,14,25,0,0,1,4,20,0,1,0,1,1,1,0,0,0,2012
Shane del Rosario,Pat Barry,2012-12-15,Heavyweight,326,14,25,11,15,1,4,0,0,197,2,0,1,0,1,0,1,0,0,2012
Hugo Viana,Reuben Duran,2012-12-15,Bantamweight,245,22,39,8,30,0,0,0,0,38,0,3,0,1,1,1,0,0,0,2012
Reuben Duran,Hugo Viana,2012-12-15,Bantamweight,245,8,30,22,39,0,0,0,0,22,0,0,3,0,1,0,1,0,0,2012
Matt Mitrione,Roy Nelson,2012-12-15,Heavyweight,178,13,28,23,53,0,0,0,1,20,0,0,1,0,1,0,1,0,0,2012
Roy Nelson,Matt Mitrione,2012-12-15,Heavyweight,178,23,53,13,28,0,1,0,0,48,0,1,0,1,1,1,0,0,0,2012
Nick Catone,TJ Waldburger,2012-12-15,Welterweight,364,10,16,13,17,1,2,1,5,199,0,0,1,0,1,0,0,0,0,2012
TJ Waldburger,Nick Catone,2012-12-15,Welterweight,364,13,17,10,16,1,5,1,2,79,4,1,0,1,1,0,0,1,0,2012
Rustam Khabilov,Vinc Pichel,2012-12-15,Lightweight,135,13,19,0,4,5,6,0,0,97,0,0,0,1,1,1,0,0,0,2012
Vinc Pichel,Rustam Khabilov,2012-12-15,Lightweight,135,0,4,13,19,0,0,5,6,2,0,0,0,0,1,0,1,0,0,2012
Alex Karalexis,Josh Rafferty,2005-04-09,Welterweight,100,6,12,1,3,0,0,0,1,63,0,0,0,1,1,1,0,0,0,2005
Josh Rafferty,Alex Karalexis,2005-04-09,Welterweight,100,1,3,6,12,0,1,0,0,0,1,0,0,0,1,0,1,0,0,2005
Chris Leben,Jason Thacker,2005-04-09,Middleweight,95,27,40,1,3,1,1,0,0,86,0,0,0,1,1,1,0,0,0,2005
Jason Thacker,Chris Leben,2005-04-09,Middleweight,95,1,3,27,40,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2005
Diego Sanchez,Kenny Florian,2005-04-09,Middleweight,169,14,21,2,4,1,2,0,0,91,0,0,0,1,1,1,0,0,0,2005
Kenny Florian,Diego Sanchez,2005-04-09,Middleweight,169,2,4,14,21,0,0,1,2,0,0,0,0,0,1,0,1,0,0,2005
Forrest Griffin,Stephan Bonnar,2005-04-09,Light Heavyweight,900,88,184,57,150,2,9,0,0,151,1,0,0,1,1,0,0,0,1,2005
Stephan Bonnar,Forrest Griffin,2005-04-09,Light Heavyweight,900,57,150,88,184,0,0,2,9,20,0,0,0,0,1,0,0,0,0,2005
Chris Sanford,Josh Koscheck,2005-04-09,Middleweight,261,1,2,14,17,0,0,2,2,0,1,0,0,0,1,0,1,0,0,2005
Josh Koscheck,Chris Sanford,2005-04-09,Middleweight,261,14,17,1,2,2,2,0,0,190,0,0,0,1,1,1,0,0,0,2005
Alex Schoenauer,Mike Swick,2005-04-09,Middleweight,20,1,4,7,13,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2005
Mike Swick,Alex Schoenauer,2005-04-09,Middleweight,20,7,13,1,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2005
Lodune Sincaid,Nate Quarry,2005-04-09,Middleweight,197,10,34,36,82,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2005
Nate Quarry,Lodune Sincaid,2005-04-09,Middleweight,197,36,82,10,34,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2005
Ken Shamrock,Rich Franklin,2005-04-09,Light Heavyweight,162,0,4,23,36,1,1,0,0,26,2,0,0,0,1,0,1,0,0,2005
Rich Franklin,Ken Shamrock,2005-04-09,Light Heavyweight,162,23,36,0,4,0,0,1,1,17,0,0,0,1,1,1,0,0,0,2005
Bobby Southworth,Sam Hoger,2005-04-09,Light Heavyweight,900,21,84,22,119,1,2,0,1,81,0,0,1,0,1,0,0,0,0,2005
Sam Hoger,Bobby Southworth,2005-04-09,Light Heavyweight,900,22,119,21,84,0,1,1,2,160,0,1,0,1,1,0,0,0,1,2005
Adriano Martins,Juan Manuel Puig,2014-07-06,Lightweight,141,9,24,13,51,0,0,0,0,3,0,1,0,1,1,1,0,0,0,2014
Juan Manuel Puig,Adriano Martins,2014-07-06,Lightweight,141,13,51,9,24,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2014
Corey Anderson,Matt Van Buren,2014-07-06,Light Heavyweight,61,24,37,2,10,2,2,0,0,19,0,0,0,1,1,1,0,0,0,2014
Matt Van Buren,Corey Anderson,2014-07-06,Light Heavyweight,61,2,10,24,37,0,0,2,2,0,0,0,0,0,1,0,1,0,0,2014
Derrick Lewis,Guto Inocente,2014-07-06,Heavyweight,210,6,16,6,8,1,2,0,0,93,0,0,0,1,1,1,0,0,0,2014
Guto Inocente,Derrick Lewis,2014-07-06,Heavyweight,210,6,8,6,16,0,0,1,2,0,0,0,0,0,1,0,1,0,0,2014
Dhiego Lima,Eddie Gordon,2014-07-06,Middleweight,71,5,10,22,42,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2014
Eddie Gordon,Dhiego Lima,2014-07-06,Middleweight,71,22,42,5,10,0,0,0,0,19,0,1,0,1,1,1,0,0,0,2014
BJ Penn,Frankie Edgar,2014-07-06,Featherweight,856,13,66,90,162,0,0,3,3,0,0,0,0,0,1,0,1,0,0,2014
Frankie Edgar,BJ Penn,2014-07-06,Featherweight,856,90,162,13,66,3,3,0,0,534,0,0,0,1,1,1,0,0,0,2014
Jesse Ronson,Kevin Lee,2014-07-06,Lightweight,900,48,100,49,110,1,2,4,12,41,1,0,0,0,1,0,0,0,0,2014
Kevin Lee,Jesse Ronson,2014-07-06,Lightweight,900,49,110,48,100,4,12,1,2,424,0,0,0,1,1,0,0,0,1,2014
Jumabieke Tuerxun,Leandro Issa,2014-07-06,Bantamweight,829,33,127,44,139,0,0,2,8,64,0,0,0,0,1,0,0,0,0,2014
Leandro Issa,Jumabieke Tuerxun,2014-07-06,Bantamweight,829,44,139,33,127,2,8,0,0,205,3,0,0,1,1,0,0,1,0,2014
Dustin Ortiz,Justin Scoggins,2014-07-06,Flyweight,900,39,64,24,37,2,7,5,8,443,0,0,0,1,1,0,0,0,1,2014
Justin Scoggins,Dustin Ortiz,2014-07-06,Flyweight,900,24,37,39,64,5,8,2,7,281,3,0,0,0,1,0,0,0,0,2014
Daniel Spohn,Patrick Walsh,2014-07-06,Light Heavyweight,900,24,51,11,24,0,1,5,7,64,2,0,0,0,1,0,0,0,0,2014
Patrick Walsh,Daniel Spohn,2014-07-06,Light Heavyweight,900,11,24,24,51,5,7,0,1,663,3,0,0,1,1,0,0,0,1,2014
Keith Berish,Robert Drysdale,2014-07-06,Light Heavyweight,123,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2014
Robert Drysdale,Keith Berish,2014-07-06,Light Heavyweight,123,0,5,0,0,1,1,0,0,90,3,0,0,0,0,0,0,0,0,2014
Alexis Dufresne,Sarah Moras,2014-07-06,Catch Weight,900,12,28,15,34,3,3,1,2,655,0,0,0,0,1,0,0,0,0,2014
Sarah Moras,Alexis Dufresne,2014-07-06,Catch Weight,900,15,34,12,28,1,2,3,3,156,0,0,0,1,1,0,0,0,1,2014
Aaron Wilkinson,Cody McKenzie,2010-12-04,Lightweight,123,0,1,0,2,1,1,1,1,64,0,0,0,0,1,0,0,0,0,2010
Cody McKenzie,Aaron Wilkinson,2010-12-04,Lightweight,123,0,2,0,1,1,1,1,1,54,2,0,0,1,1,0,0,1,0,2010
Fredson Paixao,Pablo Garza,2010-12-04,Featherweight,51,1,1,3,7,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2010
Pablo Garza,Fredson Paixao,2010-12-04,Featherweight,51,3,7,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,2010
Ian Loveland,Tyler Toner,2010-12-04,Featherweight,900,44,112,21,78,0,0,0,0,383,0,2,0,1,1,0,0,0,1,2010
Tyler Toner,Ian Loveland,2010-12-04,Featherweight,900,21,78,44,112,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2010
Johny Hendricks,Rick Story,2010-12-04,Welterweight,900,24,58,55,125,6,13,2,5,377,1,0,0,0,1,0,0,0,0,2010
Rick Story,Johny Hendricks,2010-12-04,Welterweight,900,55,125,24,58,2,5,6,13,171,1,0,0,1,1,0,0,0,1,2010
Jonathan Brookins,Michael Johnson,2010-12-04,Lightweight,900,32,67,30,62,3,13,0,1,587,0,0,1,1,1,0,0,0,1,2010
Michael Johnson,Jonathan Brookins,2010-12-04,Lightweight,900,30,62,32,67,0,1,3,13,75,0,1,0,0,1,0,0,0,0,2010
Demian Maia,Kendall Grove,2010-12-04,Middleweight,900,42,79,18,68,5,13,0,0,496,1,0,0,1,1,0,0,0,1,2010
Kendall Grove,Demian Maia,2010-12-04,Middleweight,900,18,68,42,79,0,0,5,13,0,0,0,0,0,1,0,0,0,0,2010
Leonard Garcia,Nam Phan,2010-12-04,Featherweight,900,64,282,102,227,2,3,0,0,56,0,0,0,1,1,0,0,0,1,2010
Nam Phan,Leonard Garcia,2010-12-04,Featherweight,900,102,227,64,282,0,0,2,3,161,1,0,0,0,1,0,0,0,0,2010
David Branch,Rich Attonito,2010-12-04,Middleweight,900,16,27,6,15,4,10,0,0,739,0,0,0,1,1,0,0,0,1,2010
Rich Attonito,David Branch,2010-12-04,Middleweight,900,6,15,16,27,0,0,4,10,28,0,0,0,0,1,0,0,0,0,2010
Kyle Watson,Sako Chivitchian,2010-12-04,Lightweight,900,72,135,36,132,0,12,0,1,148,0,0,0,1,1,0,0,0,1,2010
Sako Chivitchian,Kyle Watson,2010-12-04,Lightweight,900,36,132,72,135,0,1,0,12,176,0,0,0,0,1,0,0,0,0,2010
Igor Pokrajac,Stephan Bonnar,2010-12-04,Light Heavyweight,900,23,55,44,80,0,1,3,5,83,0,0,0,0,1,0,0,0,0,2010
Stephan Bonnar,Igor Pokrajac,2010-12-04,Light Heavyweight,900,44,80,23,55,3,5,0,1,717,1,0,0,1,1,0,0,0,1,2010
Nick Pace,Will Campuzano,2010-12-04,Bantamweight,873,18,44,16,51,7,9,1,2,485,1,0,0,1,1,0,0,1,0,2010
Will Campuzano,Nick Pace,2010-12-04,Bantamweight,873,16,51,18,44,1,2,7,9,193,0,0,0,0,1,0,0,0,0,2010
Diego Sanchez,Nick Diaz,2005-11-05,Welterweight,900,41,95,13,34,5,11,2,5,628,1,0,0,1,1,0,0,0,1,2005
Nick Diaz,Diego Sanchez,2005-11-05,Welterweight,900,13,34,41,95,2,5,5,11,140,1,0,0,0,1,0,0,0,0,2005
Joe Stevenson,Luke Cummo,2005-11-05,Welterweight,900,20,33,20,39,5,9,1,1,580,2,0,0,1,1,0,0,0,1,2005
Luke Cummo,Joe Stevenson,2005-11-05,Welterweight,900,20,39,20,33,1,1,5,9,121,1,0,0,0,1,0,0,0,0,2005
Joshua Burkman,Sammy Morgan,2005-11-05,Welterweight,21,4,5,1,2,1,1,0,0,3,0,0,0,1,1,1,0,0,0,2005
Sammy Morgan,Joshua Burkman,2005-11-05,Welterweight,21,1,2,4,5,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2005
Keith Jardine,Kerry Schall,2005-11-05,Heavyweight,508,41,111,8,68,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2005
Kerry Schall,Keith Jardine,2005-11-05,Heavyweight,508,8,68,41,111,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2005
Kenny Florian,Kit Cope,2005-11-05,Welterweight,337,10,20,8,15,3,8,0,0,258,2,0,0,1,1,0,0,1,0,2005
Kit Cope,Kenny Florian,2005-11-05,Welterweight,337,8,15,10,20,0,0,3,8,15,0,0,0,0,1,0,0,0,0,2005
Marcus Davis,Melvin Guillard,2005-11-05,Welterweight,475,3,16,19,39,0,1,3,3,139,0,0,0,0,1,0,1,0,0,2005
Melvin Guillard,Marcus Davis,2005-11-05,Welterweight,475,19,39,3,16,3,3,0,1,195,1,0,0,1,1,1,0,0,0,2005
Brad Imes,Rashad Evans,2005-11-05,Heavyweight,900,42,164,48,96,2,3,0,0,95,1,0,2,0,1,0,0,0,0,2005
Rashad Evans,Brad Imes,2005-11-05,Heavyweight,900,48,96,42,164,0,0,2,3,127,0,2,0,1,1,0,0,0,1,2005
Ben Saunders,Dan Barrera,2007-12-08,Welterweight,900,18,25,12,17,0,0,1,12,350,4,0,0,1,1,0,0,0,1,2007
Dan Barrera,Ben Saunders,2007-12-08,Welterweight,900,12,17,18,25,1,12,0,0,429,0,0,0,0,1,0,0,0,0,2007
Billy Miles,George Sotiropoulos,2007-12-08,Welterweight,96,0,3,2,3,0,2,0,0,19,0,0,0,0,1,0,0,0,0,2007
George Sotiropoulos,Billy Miles,2007-12-08,Welterweight,96,2,3,0,3,0,0,0,2,72,1,0,0,1,1,0,0,1,0,2007
Jonathan Goulet,Paul Georgieff,2007-12-08,Welterweight,282,11,17,12,30,3,3,0,2,210,1,0,0,1,1,0,0,1,0,2007
Paul Georgieff,Jonathan Goulet,2007-12-08,Welterweight,282,12,30,11,17,0,2,3,3,0,0,0,0,0,1,0,0,0,0,2007
Mac Danzig,Tommy Speer,2007-12-08,Welterweight,121,10,14,4,7,1,2,0,0,74,1,0,0,1,1,0,0,1,0,2007
Tommy Speer,Mac Danzig,2007-12-08,Welterweight,121,4,7,10,14,0,0,1,2,28,0,0,0,0,1,0,0,0,0,2007
John Kolosci,Matt Arroyo,2007-12-08,Welterweight,282,1,5,4,8,0,2,0,0,203,0,0,0,0,1,0,0,0,0,2007
Matt Arroyo,John Kolosci,2007-12-08,Welterweight,282,4,8,1,5,0,0,0,2,59,5,0,0,1,1,0,0,1,0,2007
Clay Guida,Roger Huerta,2007-12-08,Lightweight,651,47,85,31,102,6,11,0,0,354,1,1,0,0,1,0,0,0,0,2007
Roger Huerta,Clay Guida,2007-12-08,Lightweight,651,31,102,47,85,0,0,6,11,50,3,0,1,1,1,0,0,1,0,2007
Dorian Price,Roman Mitichyan,2007-12-08,Welterweight,23,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2007
Roman Mitichyan,Dorian Price,2007-12-08,Welterweight,23,0,0,0,2,1,1,0,0,12,1,0,0,1,1,0,0,1,0,2007
Richie Hightower,Troy Mandaloniz,2007-12-08,Welterweight,260,20,56,30,38,1,1,0,2,19,0,0,1,0,1,0,1,0,0,2007
Troy Mandaloniz,Richie Hightower,2007-12-08,Welterweight,260,30,38,20,56,0,2,1,1,98,0,1,0,1,1,1,0,0,0,2007
Jared Rollins,War Machine,2007-12-08,Welterweight,721,40,70,29,48,2,4,1,2,221,1,1,0,0,1,0,1,0,0,2007
War Machine,Jared Rollins,2007-12-08,Welterweight,721,29,48,40,70,1,2,2,4,433,0,0,1,1,1,1,0,0,0,2007
Andrew Sanchez,Khalil Rountree Jr.,2016-07-08,Light Heavyweight,900,31,43,14,27,6,12,0,0,723,0,0,0,1,1,0,0,0,1,2016
Khalil Rountree Jr.,Andrew Sanchez,2016-07-08,Light Heavyweight,900,14,27,31,43,0,0,6,12,0,0,0,0,0,1,0,0,0,0,2016
Anthony Smith,Cezar Ferreira,2016-07-08,Middleweight,900,33,63,30,51,0,0,6,6,3,1,0,0,0,1,0,0,0,0,2016
Cezar Ferreira,Anthony Smith,2016-07-08,Middleweight,900,30,51,33,63,6,6,0,0,519,0,0,0,1,1,0,0,0,1,2016
Cory Hendricks,Josh Stansbury,2016-07-08,Light Heavyweight,900,47,118,61,107,0,2,0,2,18,0,0,0,0,1,0,0,0,0,2016
Josh Stansbury,Cory Hendricks,2016-07-08,Light Heavyweight,900,61,107,47,118,0,2,0,2,467,0,0,0,1,1,0,0,0,1,2016
Dooho Choi,Thiago Tavares,2016-07-08,Featherweight,162,4,7,2,5,0,0,2,2,17,0,1,0,1,1,1,0,0,0,2016
Thiago Tavares,Dooho Choi,2016-07-08,Featherweight,162,2,5,4,7,2,2,0,0,118,0,0,1,0,1,0,1,0,0,2016
Fernando Bruno,Gray Maynard,2016-07-08,Featherweight,900,32,101,30,71,2,7,3,7,148,1,0,0,0,1,0,0,0,0,2016
Gray Maynard,Fernando Bruno,2016-07-08,Featherweight,900,30,71,32,101,3,7,2,7,402,1,0,0,1,1,0,0,0,1,2016
Jake Matthews,Kevin Lee,2016-07-08,Lightweight,246,5,13,24,38,0,0,1,2,0,0,0,0,0,1,0,1,0,0,2016
Kevin Lee,Jake Matthews,2016-07-08,Lightweight,246,24,38,5,13,1,2,0,0,155,0,0,0,1,1,1,0,0,0,2016
Claudia Gadelha,Joanna Jedrzejczyk,2016-07-08,Women's Strawweight,1500,63,150,176,330,4,13,1,2,570,0,1,0,0,1,0,0,0,0,2016
Joanna Jedrzejczyk,Claudia Gadelha,2016-07-08,Women's Strawweight,1500,176,330,63,150,1,2,4,13,93,0,0,1,1,1,0,0,0,1,2016
Andrew Holbrook,Joaquim Silva,2016-07-08,Lightweight,34,2,3,6,8,0,0,0,1,0,0,0,1,0,1,0,1,0,0,2016
Joaquim Silva,Andrew Holbrook,2016-07-08,Lightweight,34,6,8,2,3,0,1,0,0,3,0,1,0,1,1,1,0,0,0,2016
John Moraga,Matheus Nicolau,2016-07-08,Flyweight,900,31,113,41,85,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2016
Matheus Nicolau,John Moraga,2016-07-08,Flyweight,900,41,85,31,113,0,1,0,2,43,0,0,0,1,1,0,0,0,1,2016
Anton Zafir,Li Jingliang,2016-07-08,Welterweight,166,5,9,6,15,2,2,1,1,81,0,0,0,0,1,0,1,0,0,2016
Li Jingliang,Anton Zafir,2016-07-08,Welterweight,166,6,15,5,9,1,1,2,2,20,0,0,0,1,1,1,0,0,0,2016
Ross Pearson,Will Brooks,2016-07-08,Lightweight,900,54,115,80,150,0,2,1,6,127,0,0,0,0,1,0,0,0,0,2016
Will Brooks,Ross Pearson,2016-07-08,Lightweight,900,80,150,54,115,1,6,0,2,274,0,0,0,1,1,0,0,0,1,2016
Amanda Cooper,Tatiana Suarez,2016-07-08,Women's Strawweight,223,1,4,16,19,0,0,3,3,26,2,0,0,0,1,0,0,0,0,2016
Tatiana Suarez,Amanda Cooper,2016-07-08,Women's Strawweight,223,16,19,1,4,3,3,0,0,179,1,0,0,1,1,0,0,1,0,2016
Bristol Marunde,Clint Hester,2013-04-13,Middleweight,833,21,81,66,143,3,9,0,1,145,0,0,2,0,1,0,1,0,0,2013
Clint Hester,Bristol Marunde,2013-04-13,Middleweight,833,66,143,21,81,0,1,3,9,118,0,2,0,1,1,1,0,0,0,2013
Bart Palaszewski,Cole Miller,2013-04-13,Featherweight,263,18,62,5,43,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2013
Cole Miller,Bart Palaszewski,2013-04-13,Featherweight,263,5,43,18,62,1,1,0,0,45,1,0,0,1,1,0,0,1,0,2013
Dylan Andrews,Jimmy Quinlan,2013-04-13,Middleweight,202,20,24,7,10,0,0,1,4,8,0,1,0,1,1,1,0,0,0,2013
Jimmy Quinlan,Dylan Andrews,2013-04-13,Middleweight,202,7,10,20,24,1,4,0,0,166,0,0,1,0,1,0,1,0,0,2013
Josh Samman,Kevin Casey,2013-04-13,Middleweight,437,36,62,14,22,0,0,0,1,137,0,1,0,1,1,1,0,0,0,2013
Kevin Casey,Josh Samman,2013-04-13,Middleweight,437,14,22,36,62,0,1,0,0,193,2,0,1,0,1,0,1,0,0,2013
Daniel Pineda,Justin Lawrence,2013-04-13,Featherweight,95,1,2,0,2,2,3,0,0,78,1,0,0,1,1,0,0,1,0,2013
Justin Lawrence,Daniel Pineda,2013-04-13,Featherweight,95,0,2,1,2,0,0,2,3,0,0,0,0,0,1,0,0,0,0,2013
Collin Hart,Luke Barnatt,2013-04-13,Middleweight,900,95,212,113,232,2,12,1,2,214,0,0,0,0,1,0,0,0,0,2013
Luke Barnatt,Collin Hart,2013-04-13,Middleweight,900,113,232,95,212,1,2,2,12,40,1,0,0,1,1,0,0,0,1,2013
Cat Zingano,Miesha Tate,2013-04-13,Women's Bantamweight,775,35,42,23,42,1,1,3,7,351,1,0,0,1,1,1,0,0,0,2013
Miesha Tate,Cat Zingano,2013-04-13,Women's Bantamweight,775,23,42,35,42,3,7,1,1,298,3,0,0,0,1,0,1,0,0,2013
Gilbert Smith,Robert McDaniel,2013-04-13,Middleweight,769,14,34,35,54,3,5,0,0,229,1,0,0,0,1,0,0,0,0,2013
Robert McDaniel,Gilbert Smith,2013-04-13,Middleweight,769,35,54,14,34,0,0,3,5,376,3,0,0,1,1,0,0,1,0,2013
Maximo Blanco,Sam Sicilia,2013-04-13,Featherweight,900,52,145,26,99,2,4,1,7,227,1,0,0,1,1,0,0,0,1,2013
Sam Sicilia,Maximo Blanco,2013-04-13,Featherweight,900,26,99,52,145,1,7,2,4,132,1,0,0,0,1,0,0,0,0,2013
Gabriel Gonzaga,Travis Browne,2013-04-13,Heavyweight,71,1,1,9,10,0,2,0,0,58,0,0,1,0,1,0,1,0,0,2013
Travis Browne,Gabriel Gonzaga,2013-04-13,Heavyweight,71,9,10,1,1,0,0,0,2,0,0,1,0,1,1,1,0,0,0,2013
Kelvin Gastelum,Uriah Hall,2013-04-13,Middleweight,900,31,74,44,77,3,6,2,3,389,0,0,0,1,1,0,0,0,1,2013
Uriah Hall,Kelvin Gastelum,2013-04-13,Middleweight,900,44,77,31,74,2,3,3,6,113,0,0,0,0,1,0,0,0,0,2013
Scott Jorgensen,Urijah Faber,2013-04-13,Bantamweight,1096,73,168,93,163,1,6,4,6,128,0,0,0,0,1,0,0,0,0,2013
Urijah Faber,Scott Jorgensen,2013-04-13,Bantamweight,1096,93,163,73,168,4,6,1,6,307,3,0,0,1,1,0,0,1,0,2013
Chris Cope,Chuck O'Neil,2011-06-04,Welterweight,900,66,238,47,125,0,0,0,2,34,0,0,0,1,1,0,0,0,1,2011
Chuck O'Neil,Chris Cope,2011-06-04,Welterweight,900,47,125,66,238,0,2,0,0,105,0,0,0,0,1,0,0,0,0,2011
Anthony Pettis,Clay Guida,2011-06-04,Lightweight,900,14,51,19,65,0,0,5,8,43,1,0,0,0,1,0,0,0,0,2011
Clay Guida,Anthony Pettis,2011-06-04,Lightweight,900,19,65,14,51,5,8,0,0,617,0,0,0,1,1,0,0,0,1,2011
Clay Harvison,Justin Edwards,2011-06-04,Welterweight,900,57,108,42,90,1,1,7,20,228,2,0,0,1,1,0,0,0,1,2011
Justin Edwards,Clay Harvison,2011-06-04,Welterweight,900,42,90,57,108,7,20,1,1,411,0,0,0,0,1,0,0,0,0,2011
Danny Downes,Jeremy Stephens,2011-06-04,Lightweight,900,32,88,55,88,0,0,6,8,28,1,0,0,0,1,0,0,0,0,2011
Jeremy Stephens,Danny Downes,2011-06-04,Lightweight,900,55,88,32,88,6,8,0,0,498,3,0,0,1,1,0,0,0,1,2011
Ed Herman,Tim Credeur,2011-06-04,Middleweight,48,11,19,11,24,0,0,0,0,3,0,1,0,1,1,1,0,0,0,2011
Tim Credeur,Ed Herman,2011-06-04,Middleweight,48,11,24,11,19,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2011
Fabio Maldonado,Kyle Kingsbury,2011-06-04,Light Heavyweight,900,78,144,95,191,2,2,5,14,95,2,0,0,0,1,0,0,0,0,2011
Kyle Kingsbury,Fabio Maldonado,2011-06-04,Light Heavyweight,900,95,191,78,144,5,14,2,2,156,0,0,0,1,1,0,0,0,1,2011
George Roop,Josh Grispi,2011-06-04,Featherweight,794,91,142,11,28,0,0,4,5,363,0,1,0,1,1,1,0,0,0,2011
Josh Grispi,George Roop,2011-06-04,Featherweight,794,11,28,91,142,4,5,0,0,293,0,0,1,0,1,0,1,0,0,2011
Ramsey Nijem,Tony Ferguson,2011-06-04,Welterweight,234,12,57,21,38,0,0,2,3,0,0,0,1,0,1,0,1,0,0,2011
Tony Ferguson,Ramsey Nijem,2011-06-04,Welterweight,234,21,38,12,57,2,3,0,0,75,0,1,0,1,1,1,0,0,0,2011
Francisco Rivera,Reuben Duran,2011-06-04,Bantamweight,717,22,38,42,71,0,1,2,5,58,3,0,0,0,1,0,0,0,0,2011
Reuben Duran,Francisco Rivera,2011-06-04,Bantamweight,717,42,71,22,38,2,5,0,1,415,2,0,0,1,1,0,0,1,0,2011
Ryan McGillivray,Shamar Bailey,2011-06-04,Welterweight,900,19,91,33,69,0,1,5,9,0,0,0,0,0,1,0,0,0,0,2011
Shamar Bailey,Ryan McGillivray,2011-06-04,Welterweight,900,33,69,19,91,5,9,0,1,561,0,0,0,1,1,0,0,0,1,2011
Ken Stone,Scott Jorgensen,2011-06-04,Bantamweight,241,18,42,15,28,0,0,1,1,21,0,0,0,0,1,0,1,0,0,2011
Scott Jorgensen,Ken Stone,2011-06-04,Bantamweight,241,15,28,18,42,1,1,0,0,69,0,0,0,1,1,1,0,0,0,2011
Brad Tavares,Seth Baczynski,2010-06-19,Middleweight,900,18,34,22,44,3,6,0,2,693,0,0,0,1,1,0,0,0,1,2010
Seth Baczynski,Brad Tavares,2010-06-19,Middleweight,900,22,44,18,34,0,2,3,6,107,3,0,0,0,1,0,0,0,0,2010
Chris Camozzi,James Hammortree,2010-06-19,Middleweight,900,62,111,29,95,0,5,2,4,224,0,0,0,1,1,0,0,0,1,2010
James Hammortree,Chris Camozzi,2010-06-19,Middleweight,900,29,95,62,111,2,4,0,5,143,1,0,0,0,1,0,0,0,0,2010
Aaron Simpson,Chris Leben,2010-06-19,Middleweight,557,43,78,42,92,2,10,0,0,224,1,0,0,0,1,0,1,0,0,2010
Chris Leben,Aaron Simpson,2010-06-19,Middleweight,557,42,92,43,78,0,0,2,10,45,0,0,0,1,1,1,0,0,0,2010
Court McGee,Kris McCray,2010-06-19,Middleweight,521,22,59,19,66,5,7,0,0,326,1,0,0,1,1,0,0,1,0,2010
